Artist,Title,Lyrics,Mood
The Fixx,Saved By Zero,"Maybe someday, saved by zero
I'll be more together
Stretched by fewer thoughts that leave me
Chasing after my dreams, disown me, loaded with danger
So maybe I'll win (saved by zero)
Maybe I'll win (saved by zero)
Holding onto words that teach me
I will conquer space around me
So maybe I'll win (saved by zero)
Maybe I'll win (saved by zero)
Maybe I'll win (saved by zero)
Maybe I'll win (saved by zero)
So maybe I'll win (saved by zero)
Maybe I'll win (saved by zero)
Maybe I'll win (saved by zero)
Who needs to win (saved by zero)
Saved by, saved by, save-saved by zero
Saved by, saved by, save-saved by zero
Saved by, saved by, save-saved by zero (saved by zero)
Saved by, saved by, save-saved by zero
Saved by, saved by, save-saved by zero
Saved by zero (saved by, saved by, save-saved by zero)",happy
Gino Vannelli,Living Inside Myself,"In my life
I've felt so self assured
But suddenly it's all changed
She's a cloud
That hangs above my world
And I find myself wandering in the rain
And now I can't go on

'Cause I am lost
Living inside myself
Living inside this shell
Living outside your love
I am lost
Somewhere inside my own dreams
Afraid of what life really means
Living without your love

I need her guiding light
To shine on my darkest days
I was young, and time was on my side
But like a fool I let it slip away
And now those days are gone

And I am lost
Living inside myself
Living inside this shell
Living outside your love
I am lost
Somewhere inside my own dreams
Afraid of what life really means
Living without your love

In my life
I've felt so self-assured
But oh how the seasons change
And now I'm not that strong

'Cause I am lost
Living inside myself
Living inside this hell
Living outside your love
I am lost
Somewhere inside my own dreams
Afraid of what life really means
Living without your love

I am lost
Living inside myself
Living inside this shell
Living outside your love
I am lost",angry
Aretha Franklin,Respect,"What you want
Baby, I got it
What you need
Do you know I got it
All I'm askin'
Is for a little respect when you get home (just a little bit)
Hey baby (just a little bit) when you get home
(Just a little bit) mister (just a little bit)
I ain't gonna do you wrong while you're gone
Ain't gonna do you wrong cause I don't wanna
All I'm askin'
Is for a little respect when you come home (just a little bit)
Baby (just a little bit) when you get home (just a little bit)
Yeah (just a little bit)

I'm about to give you all of my money
And all I'm askin' in return, honey
Is to give me my propers
When you get home (just a, just a, just a, just a)
Yeah baby (just a, just a, just a, just a)
When you get home (just a little bit)
Yeah (just a little bit)
Ooo, your kisses
Sweeter than honey
And guess what?
So is my money
All I want you to do for me
Is give it to me when you get home (re, re, re ,re)
Yeah baby (re, re, re ,re)
Whip it to me (respect, just a little bit)
When you get home, now (just a little bit)

R-E-S-P-E-C-T
Find out what it means to me
R-E-S-P-E-C-T
Take care, TCB
Oh (sock it to me, sock it to me, sock it to me, sock it to me)
A little respect (sock it to me, sock it to me, sock it to me, sock it to me)
Whoa, babe (just a little bit)
A little respect (just a little bit)
I get tired (just a little bit)
Keep on tryin' (just a little bit)
You're runnin' out of fools (just a little bit)
And I ain't lyin' (just a little bit)
(Re, re, re, re) when you come home
(Re, re, re ,re) 'spect
Or you might walk in (respect, just a little bit)
And find out I'm gone (just a little bit)
I got to have (just a little bit)
A little respect (just a little bit)",relaxed
Melissa Etheridge,I'm The Only One,"You and me, we made a vow
For better or for worse
I can't believe you let me down
But the proof is in the way it hurts
For months on end I've had my doubts
Denying every tear
I wish this would be over now
But I know that I still need you here

[Chorus]
You say I'm crazy
Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

[Verse 2]
You've been so unavailable
Now sadly I know why
Your heart is unobtainable
Even though Lord knows you kept mine

[Chorus]
You say I'm crazy
Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

[Bridge]
I have loved you for many years
Maybe I am just not enough
You've made me realise my deepest fear
By lying and tearing us up

[Chorus]
You say I'm crazy
Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

[Chorus]
You say I'm crazy
Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

[Outro]
I know I'm not the only one
I know I'm not the only one
I know I'm not the only one
And I know, and I know, and I know, and I know, and I know, and I know, know
I know I'm not the only one",angry
Fleetwood Mac,Go Your Own Way,"Loving you
Isn't the right thing to do
How can I ever change things
That I feel
If I could
Maybe I'd give you my world
How can I
When you won't take it from me
You can go your own way
Go your own way
You can call it
Another lonely day
You can go your own way
Go your own way
Tell me why
Everything turned around
Packing up
Shacking up is all you want to do
If I could
Baby I'd give you my world
Open up
Everything's waiting for you
You can go your own way
Go your own way
You can call it
Another lonely day
You can go your own way
Go your own way
You can go your own way
Go your own way
You can call it
Another lonely day
Another lonely day
You can go your own way
Go your own way
You can call it
Another lonely day
You can go your own way
You can call it
Another lonely day
You can go your own way
",sad
Andy Kim,Rock Me Gently,"Ain't it good
Ain't it right
That you are with me here tonight

The music playing
Our bodies swaying in time
(In time, in time, in time)

Touching you
So warm and tender
Lord, I feel such a sweet surrender
Beautiful is the dream that makes you mine

Mmm
Rock me gently
Rock me slowly
Take it easy
Don't you know
That I have never been
Loved like this before

Baby baby

Rock me gently
Rock me slowly
Take it easy
Don't you know
That I have never been
Loved like this before

Oh, my darling
Oh, my baby
You got the moves that drive me crazy
And on your face
I see a trace of love
(Of love, of love, of love)

Come hold me close
Don't let me go
I need you, honey
I love you so
You were made for me by the stars above

Oooh
Rock me gently
Rock me slowly
Take it easy
Don't you know
That I have never been loved like this before

And baby, baby
Rock me gently
Rock me slowly
Take it easy
Don't you know
That I have never been Loved like this before

Rock me gently
Rock me slowly
Take it easy
Don't you know
That I have never been
Loved like this before

Ain't it good
Ain't it right
That you are with me here tonight

Rock me gently
Rock me slowly
Take it easy
Don't you know
That I have never been
Loved like this before

Baby, baby
Rock me gently
Rock me slowly
Take it easy
Don't you know
That I have never been
Loved like this before",relaxed
The Bee Gees,Lonely Days,"Good morning mister sunshine, you brighten up my day
Come sit beside me in your way
I see you every morning, outside the restaurants
The music plays so nonchalant

Lonely days, lonely nights.
Where would I be without my woman?
Lonely days, lonely nights.
Where would I be without my woman?

Lonely days, lonely nights.
Where would I be without my woman?
Lonely days, lonely nights.
Where would I be without my woman?

Lonely days, lonely nights
Where would I be without my woman?

Good morning mister sunshine, you brighten up my day
Come sit beside me in your way

Lonely days, lonely nights
Where would I be without my woman?
Lonely days, lonely nights
Where would I be without my woman?

Lonely days, lonely nights
Where would I be without my woman?
Lonely days, lonely nights
Where would I be without my woman?

",sad
Rod Stewart,Passion,"Good morning mister sunshine, you brighten up my day
Come sit beside me in your way
I see you every morning, outside the restaurants
The music plays so nonchalant

Lonely days, lonely nights.
Where would I be without my woman?
Lonely days, lonely nights.
Where would I be without my woman?

Lonely days, lonely nights.
Where would I be without my woman?
Lonely days, lonely nights.
Where would I be without my woman?

Lonely days, lonely nights
Where would I be without my woman?

Good morning mister sunshine, you brighten up my day
Come sit beside me in your way

Lonely days, lonely nights
Where would I be without my woman?
Lonely days, lonely nights
Where would I be without my woman?

Lonely days, lonely nights
Where would I be without my woman?
Lonely days, lonely nights
Where would I be without my woman?

",happy
U2,Pride ,"One man come in the name of love
One man come and go
One man come he to justify
One man to overthrow

In the name of love
What more in the name of love?
In the name of love
What more in the name of love?

One man caught on a barbed wire fence
One man he resist
One man washed up on an empty beach
One man betrayed with a kiss

In the name of love
What more in the name of love?
In the name of love
What more in the name of love?

Nobody like you
There?s noone like you
Nobody like you

Early morning, April four
Shot rings out in the Memphis sky
Free at last, they took your life
They could not take your pride
In the name of love
What more in the name of love?
In the name of love
What more in the name of love?

In the name of love
What more in the name of love?
In the name of love
What more in the name of love?",happy
Janet Jackson,Nasty,"Gimme a beat! Sittin' in the movie show, thinkin' nasty thoughts, huh
Better be a gentlemen or you turn me off, huh
That's right, a-let me tell it

Nasty
Nasty boys, don't mean a thing, huh
Oh you nasty boys
Nasty
Nasty boys, don't ever change, huh
Oh you nasty boys

I don't like no nasty car, I don't like a nasty food, huh
Ooh ooh yeah
The only nasty thing I like is the nasty groove, huh
Will this one do?
Uh huh, I know

Nasty
Nasty boys, don't mean a thing, huh
Oh you nasty boys
Nasty
Nasty boys, don't ever change, huh
Oh you nasty boys
Nasty
Nasty boys, give me your nasty groove, huh
Oh you nasty boys
Nasty
Nasty boys, let me see your nasty body move, huh
Oh you nasty boys

I could learn to like this
Listen up.

I'm not a prude (no)
I just want some respect (that's right)
So close the door if you want me to respond (ooh ooh yeah)
'Cause privacy is my middle name
My last name is Control
No my first name ain't baby
It's Janet
Miss Jackson if you're nasty

Nasty
Nasty boys, don't mean a thing
Oh you nasty boys
Nasty
Nasty boys, don't ever change, huh
Oh you nasty boys

Nasty boys, don't mean a thing
Oh you nasty boys
Don't mean a thing to me, uh
Nasty!
Don't mean a thing, huh
Oh you nasty boys
Uh!

I love this part

Hey!
Who's that thinkin' nasty thoughts?
Nasty boys!
Who's that in that nasty car?
Nasty boys!
Who's that eating that nasty food?
Nasty boys!
Who's jamming to my nasty groove?
Nasty boys!

Ladies
(Nasty boys)
Don't mean a thing

Oh you nasty boys",sad
Howard Jones,What Is Love?,"I love you whether or not you love me
I love you even if you think that I don't
Sometimes I find you doubt my love for you, but I don't mind
Why should I mind, why should I mind
What is Love anyway, does anybody love anybody anyway
What is Love anyway, does anybody love anybody anyway
Can anybody love anyone so much that they will never fear
Never worry never be sad
The answer is they cannot love this much nobody can
This is why I don't mind you doubting
And maybe love is letting people be just what they want to be
The door always must be left unlocked
To love when circumstance may lead someone away from you
And not to spend the time just doubting",happy
Sheryl Crow,A Change Would Do You Good,"Ten years living in a paper bag,
Feedback baby, he's a flipped out cat,
He's a platinum canary, drinkin' Falstaff beer,
Mercedes rule, and a rented leer.
Bottom feeder insincere,
High fed low fat pioneer,
Sell the house and go to school.
Pretty young girlfriend, daddy's jewel.
A change,
(A change would do you good)
Would do you good,
(A change would do you good)
I think a change,
(A change would do you good)
Would do you good.
(A change would do you good)
God's little gift is on the rag,
Poster girl posing in a fashion mag,
Canine, feline, Jekyll and Hyde?
Wear your fake fur on the inside.
Queen of south beach, aging blues,
Dinners at six, wear your cement shoes,
I thought you were singing your heart out to me,
Your lips were singing and now I see.
A change,
(A change would do you good)
Would do you good,
(A change would do you good)
I think a change,
(A change would do you good)
Would do you good.
(A change would do you good)
A change,
(A change would do you good)
Would do you good,
(A change would do you good)
I think a change,
(A change would do you good)
Would do you good.
(A change would do you good)
Chasing dragons with plastic swords,
Jack off jimmy everybody wants more,
Scully and angel on the kitchen floor,
And I'm calling buddy on the ouija board.
I've been thinking 'bout catching a train,
Leave my phone machine by the radar range,
 Hello it's me, I'm not at home,
If you'd like to reach me, leave me alone
A change,
(A change would do you good)
Would do you good,
(A change would do you good)
 Hello it's me, I'm not at home,
If you'd like to reach me, leave me alone
A change,
(A change would do you good)
Would do you good,
(A change would do you good)
I think a change,
(A change would do you good)
Would do you good.
(A change would do you good)",relaxed
The Thompson Twins,King For A Day,"I know you well
And I can tell
Something's on your mind

'Cause in your dreams
The demon screams
I know he's going to hurt you blind

You say you hunger
For something you can't get at all
And love is not enough anymore

If I was King for just one day
I would give it all away
I would give it all away to be with you

If I was King for just one day
I have just one thing to say
You know that love is all
We need to get us through

And diamond rings
And all those things
They never sparkle
Like your smile

And as for fame
It's just a name
That only satisfies
You for awhile

You say you hunger
For something you can't get at all
And love is not enough anymore

If I was King for just one day
I would give it all away
I would give it all away to be with you

If I was King for just one day
I have just one thing to say
You know that love is all
We need to get us through

I've heard it said
Or maybe read
Only money makes
The world go round

But all the gold
Won't heal your soul
If your world should
Tumble to the ground

You say you hunger
For something you can't get at all
And love is not enough anymore

So listen
Love is all
Love is all
Love is all we need

Love is all
Love is all
Love is all we need, yeah

Love is all
Love is all
Love is all we need, yeah

Love is all
Love is all
Love is all we need, yeah

If I was King for just one day
I would give it all away
I would give it all away to be with you

If I was King for just one day
I have just one thing to say
You know that love is
All we need to get us through

If I was King for just one day
I would give it all away
I would give it all away to be with you

If I was King for just one day
Just one thing to say
Love
",happy
 38 Special,Second Chance,"I know you well
And I can tell
Something's on your mind

'Cause in your dreams
The demon screams
I know he's going to hurt you blind

You say you hunger
For something you can't get at all
And love is not enough anymore

If I was King for just one day
I would give it all away
I would give it all away to be with you

If I was King for just one day
I have just one thing to say
You know that love is all
We need to get us through

And diamond rings
And all those things
They never sparkle
Like your smile

And as for fame
It's just a name
That only satisfies
You for awhile

You say you hunger
For something you can't get at all
And love is not enough anymore

If I was King for just one day
I would give it all away
I would give it all away to be with you

If I was King for just one day
I have just one thing to say
You know that love is all
We need to get us through

I've heard it said
Or maybe read
Only money makes
The world go round

But all the gold
Won't heal your soul
If your world should
Tumble to the ground

You say you hunger
For something you can't get at all
And love is not enough anymore

So listen
Love is all
Love is all
Love is all we need

Love is all
Love is all
Love is all we need, yeah

Love is all
Love is all
Love is all we need, yeah

Love is all
Love is all
Love is all we need, yeah

If I was King for just one day
I would give it all away
I would give it all away to be with you

If I was King for just one day
I have just one thing to say
You know that love is
All we need to get us through

If I was King for just one day
I would give it all away
I would give it all away to be with you

If I was King for just one day
Just one thing to say
Love
",happy
Depeche Mode,Strangelove,"There'll be times
When my crimes
Will seem almost unforgivable
I give in to sin
Because you have to make this life livable
But when you think I've had enough
From your sea of love
I'll take more than another river full
Yes, and I'll make it all worthwhile
I'll make your heart smile
Strangelove
Strange highs and strange lows
Strangelove
That's how my love goes
Strangelove
Will you give it to me?
Will you take the pain
I will give to you?
Again and again
And will you return it?
There'll be days
When I'll stray
I may appear to be
Constantly out of reach
I give in to sin
Because I like to practice what I preach
I'm not trying to say
I'll have it all my way
I'm always willing to learn
When you've got something to teach
And I'll make it all worthwhile
I'll make your heart smile
Pain, will you return it?
I'll say it again, pain
Pain, will you return it?
I'll say it again, pain
Pain, will you return it?
I'll say it again, pain
Pain, will you return it?
I won't say it again
Strangelove
Strange highs and strange lows
Strangelove
That's how my love goes
Strangelove
Will you give it to me?
Strangelove
Strange highs and strange lows
Strangelove
That's how my love goes
Strangelove
Will you give it to me?
Strangelove
Strange highs and strange lows
Strangelove
That's how my love goes
Strangelove
Will you give it to me?
I give in
Again and again
I give in
Will you give it to me?
I give in
I'll say it again
I give in
I give in
Again and again
I give in
That's how my love goes
I give in
I'll say it again
I give in
I give in",angry
Kajagoogoo,Too Shy,"Time (after) time, (I'm) short of breath, don't even try
Try a little harder
Something's wrong, you're not naive
You must must be strong
Oh, baby, try
Hey girl, move a little closer
'Cause you're too shy shy
Hush hush, eye to eye
Too shy shy
Hush hush, eye to eye
Too shy shy
Hush hush, eye to eye
Too shy shy
Hush hush
Modern medicine falls short of your complaints
Try a little harder
You're moving in circles
Won't you dilate
Mmm, baby try
Hey girl, move a little closer
'Cause you're too shy shy
Hush hush, eye to eye
Too shy shy
Hush hush, eye to eye
Too shy shy
Hush hush, eye to eye
Too shy shy
Hush hush
Too, too, too, too, too, too, too, too
Too, too, too, too, too, too, too, too
Too, too, too, too, too, too, too, too
Too, too, too, too, too, too, too, too
You're too shy shy
Hush hush, eye to eye
Too shy shy
Hush hush, eye to eye
Too shy shy
Hush hush, eye to eye
Too shy shy
Hush hush
Too shy shy
Hush hush, eye to eye
Too shy shy
Hush hush, eye to eye",sad
The Flying Lizards,Money ,"The best things in life are free
But you can give them to the birds and bees
I want money
That's what I want
That's what I want
That's what I want
Your love is such a thrill
But your love won't pay my bills
I want money
That's what I want
That's what I want
That's what I want
Money don't get everything it's true
What it don't get, I can't use
I want money
That's what I want
That's what I want
That's what I want
I want money
I want lots of money
In fact, I want so much money
Give me your money
Just give me money",happy
Kenny Loggins,Danger Zone,"Revvin' up your engine
Listen to her howlin' roar
Metal under tension
Beggin' you to touch and go
Highway to the danger zone
Ride into the danger zone
Headin' into twilight
Spreadin' out her wings tonight
She got you jumpin' off the track
And shovin' into overdrive
Highway to the danger zone
I'll take you
Ridin' into the danger zone
You'll never say hello to you
Until you get it on the red line overload
You'll never know what you can do
Until you get it up as high as you can go
Out along the edges
Always where I burn to be
The further on the edge
The hotter the intensity
Highway to the danger zone
Gonna take you
Right into the danger zone
Highway to the danger zone
Right into the danger zone
Highway to the danger zone
Gonna take you right into the danger zone
Highway to the danger zone
Right into the danger zone
Highway to the danger zone
Gonna take you right into the danger zone
Highway to the danger zone
Right into the danger zone",angry
Eddie Money,Think I'm In Love,"Ooh, somethin's got a hold on me now
It's a feelin', burnin' like a lover on fire
Hold me tight, baby
Don't leave me by myself tonight
'Cause I don't think I can make it through the night

I think I'm in love
And my life's lookin' up
I think I'm in love
'Cause I can't get enough (no, no, no)
I think I'm in love
It's gotta be love

It surrounds me
Over me like a sea of madness
It controls me
Makes me do all the things I do for you
You're on my mind, babe
Thinkin' about you now
And I don't know if I'll make it through the night

I think I'm in love
And my life's lookin' up
I think I'm in love
'Cause I can't get enough (no, no, no)
I think I'm in love
It's gotta be love

Baby, how you do it
There must be somethin' to it
Babe I know it's gotta be love
{Oh, with magic in your hand}?
You made me understand
I know, I know it's gotta be love

It's gotta be love
(Love) and my life's lookin' up (love)",happy
Donna Summer,Bad Girls,"Bad girls
Talking about the sad girls
Sad girls
Talking about bad girls, yeah

See them out on the street at night, walkin'
Picking up on all kinds of strangers
If the price is right
You can't score if you're pocket's tight
But you want a good time
You ask yourself who they are
Like everybody else
They come from near and far
Bad girls, yeah

Bad girls
Talking about the sad girls, yeah
Sad girls
Talking about bad girls, yeah

Friday night and the strip is hot
Sun's gone down and they're out to trot
Spirit's high and legs look hot
Do you wanna get down
Now don't you ask yourself who they are
Like everybody else, they wanna be a star

Bad girl
Sad girl, you're such a naughty bad girl
Beep-Beep, uh-uh
You bad girl you sad girl
Your such a dirty bad girl
Beep-Beep, uh-uh

Now you and me we're both the same
But you call yourself by different names
Now your mama won't like it when she finds out
That her girl is out at night

Hey, Mister, have you got a dime
Mister, do you want to spent some time
Oh, yeah
I got what you want, you got what I need
I'll be your baby, come and spend it on me
Hey, Mister
I'll spend some time with you",sad
John Cougar Mellencamp,Authority Song,"They like to get you in a compromising position
They like to get you there and smile in your face
They think, they're so cute when they got you in that condition
Well I think, it's a total disgrace
I fight authority, authority always wins
I fight authority, authority always wins
I been doing it, since I was a young kid
I've come out grinnin'
I fight authority, authority always wins
So I call up my preacher
I say:  Gimme strength for Round 5
He said:  You don't need no strength, you need to grow up, son
I said:  Growing up leads to growing old and then to dying,
And dying to me don't sound like all that much fun
I fight authority, authority always wins
I fight authority, authority always wins
I been doing it, since I was a young kid
I've come out grinnin'
I fight authority, authority always wins
I fight authority, authority always wins
I fight authority, authority always wins
I been doing it, since I was a young kid
I've come out grinnin'
I fight authority, authority always wins
Oh no
Oh no
I fight authority, authority always wins
I fight authority, authority always wins
I fight authority, authority always wins
I been doing it, since I was a young kid
I've come out grinnin'
I fight authority, authority always wins
I fight authority, authority always wins
I fight authority, authority always wins
I been doing it, since I was a young kid
I've come out grinnin'
I fight authority, authority always wins",angry
Aerosmith,Janie's Got A Gun,"Dum dum dum, honey what have you done?
Dum dum dum, it's the sound of my gun
Dum dum dum, honey what have you done?
Dum dum dum, it's the sound
Janie's got a gun
Janie's got a gun
Her whole world's come undone
From lookin' straight at the sun
What did her daddy do?
What did he put you through?
They say when Janie was arrested
They found him underneath a train
But man, he had it comin'
Now that Janie's got a gun
She ain't never gonna be the same
Janie's got a gun
Janie's got a gun
Her dog day's just begun
Now everybody is on the run
Tell me now it's untrue
What did her daddy do?
He jacked a little bitty baby
The man has got to be insane
They say the spell that he was under
The lightning and the thunder
Knew that someone had to stop the rain
Run away, run away from the pain
Yeah,yeah,yeah,yeah,yeah
Run away, run away from the pain
Yeah,yeah yeah yeah yeah
Run away, run away,run,run away
Yeah yeah yeah yeah yeah
Janie's got a gun
Janie's got a gun
Her dog day's just begun
Now everybody is on the run
What did her daddy do?
It was Janie's last I.O.U
She had to take him down easy
And put a bullet in his brain
She said 'cause nobody believes me
The man was such a sleaze, he ain't
Never gonna be the same
Run away, run away from the pain
Yeah,yeah,yeah,yeah,yeah
Run away, run away from the pain
Yeah,yeah yeah yeah yeah
Run away, run away,run,run away
Yeah yeah yeah yeah yeah
Janie's got a gun
Janie's got a gun
Janie's got a gun
Everybody is on the run
Janie's got a gun
Her dog day's just begun
Now everybody is on the run
Because Janie's got a gun
Janie's got a gun
Her dog day's just begun
Now everybody is on the run
Janie's got a gun
Janie's got a gun
Her dog day's just begun
Jane is got a gun",angry
The Motels,Only The Lonely,"We walked the loneliest mile
We smile without any style
We kiss all together wrong
No intention
We lie about each other's drinks
We live without each other
Thinking what anyone would do
Without me and you
It's like I told you
Only the lonely can play
So hold on here we go
Hold on to nothin' we know
I feel so lonely
Way up here
You mention the time we were together
So long ago well I don't remember
All I know is it makes me feel good now
It's like I told you only the lonely can play
Only the lonely only the lonely can play
Only the lonely only the lonely can play
It's like I told you only the lonely can play
Only the lonely
Only the lonely can play",sad
Edwin Starr,War,"War, huh, yeah
What is it good for
Absolutely nothing
War, huh, yeah
What is it good for
Absolutely nothing
Say it again, why'all
War, huh, good god
What is it good for
Absolutely nothing, listen to me
Oh, war, I despise
'Cause it means destruction of innocent lives
War means tears to thousands of mothers eyes
When their sons go to fight
And lose their lives
I said, war, huh good god, why'all
What is it good for
Absolutely nothing say it again
War, whoa, lord
What is it good for
Absolutely nothing, listen to me
it ain't nothing but a heart-breaker
(War) friend only to the undertaker
Oh, war it's an enemy to all mankind
The point of war blows my mind
War has caused unrest
Within the younger generation
Induction then destruction
Who wants to die, ah, war-huh, good god why'all
What is it good for
Absolutely nothing
Say it, say it, say it
War, huh
What is it good for
Absolutely nothing listen to me
it ain't nothing but a heart breaker
(War) it's got one friend that's the undertaker
Oh, war, has shattered many a young mans dreams
Made him disabled, bitter and mean
Life is much to short and precious
To spend fighting wars these days
War can't give life
It can only take it away
Oh, war, huh good god why'all
What is it good for
Absolutely nothing say it again
whoa, lord
What is it good for
Absolutely nothing listen to me
it ain't nothing but a heart breaker
(War) friend only to the undertaker
Peace, love and understanding
Tell me, is there no place for them today
They say we must fight to keep our freedom
But lord knows there's got to be a better way
Oh, war, huh good god why'all
What is it good for you tell me
Say it, say it, say it, say it
huh good god why'all
What is it good for
Stand up and shout it nothing",angry
Tesla,Love Song,"So you think that it's over,
That your love has finally reached the end.
Any time you call, night or day,
I'll be right there for you if you need a friend.
It's gonna take a little time.
Time is sure to mend your broken heart.
Don't you even worry, pretty darlin'.
I know you'll find love again
Yeah
Love is all around you
Love is knockin' outside your door.
Waitin' for you is this love made just for two
Keep an open heart and you'll find love again, I know.
Love is all around you, yeah
Love is knockin' outside your door.
Waitin' for you is this love made just for two
Keep an open heart and you'll find love again, I know.
Love will find a way.
Darlin', love is gonna find a way,
Find its way back to you.
Love will find a way.
So look around, open your eyes.
Love is gonna find a way.
Love is gonna, love is gonna find a way.
Love will find a way.
Love's gonna find a way back to you, yeah
I know, I know, I know, I know",happy
Andrew Gold,Lonely Boy,"He was born on a summer day 1951
And with a slap of a hand
He landed as an only son
His mother and father said what a lovely boy
We'll teach him what we learned
Ah yes just what we learned
We'll dress him up warmly and
We'll send him to school
It'll teach him how to fight
To be nobody's fool
Oh, oh what a lonely boy
Oh what a lonely boy
Oh what a lonely boy
In the summer of '53 his mother
Brought him a sister
And she told him we must attend to her needs
She's so much younger than you
Well he ran down the hall and he cried
Oh how could his parents have lied
When they said he was an only son
He thought he was the only one
Oh, oh what a lonely boy
Oh what a lonely boy
Oh what a lonely boy
Goodbye mama, goodbye to you
Goodbye papa I'm pushing on through
He left home on a winter day 1969
And he hoped to find all the love
He had lost in that earlier time
Well his sister grew up
And she married a man
He gave her a son
Ah yes a lovely son
They dressed him up warmly
They sent him to school
It taught him how to fight
To be nobody's fool
Oh, oh what a lonely boy
Oh what a lonely boy
Oh what a lonely boy
Oh, oh, oh, oh what a lonely boy
Oh what a lonely boy
Oh what a lonely boy",sad
Madonna,Angel,"Why am I standing on a cloud
Every time you're around
And my sadness disappears
Every time you are near

[Bridge:]

You must be an angel
I can see it in your eyes
Full of wonder and surprise
And just now I realize

[Chorus:]

Oooh you're an angel
Oooh you're an angel
Oooh you're an angel
In disguise, I can see it in your eyes

Walking down a crowded avenue
Other faces seem like nothing next to you
And I can't hear the traffic rushing by
Just the pounding of my heart and that's why

[bridge]
[chorus, repeat]

You're an angel
You're an angel, baby
You're an angel
You must be an angel

Now I believe that dreams come true
'Cause you came when I wished for you
This just can't be coincidence
The only way that this makes sense is that

[chorus, repeat]

You're an angel
You're an angel, baby
You're an angel
You must be an angel, baby

Clouds just disappear",relaxed
